5.764023739525994117e+00 5.213652446829897258e+00 4.384643421287345966e+00 3.924744437590231172e+00 1.606496634642849086e+00 8.044958247027909071e-01 1.236361648802937419e+00 2.479553602987193184e+00 2.746506981771389189e+00 3.896570454426769636e+00
5.020128064230196863e+00 4.810613141224444611e+00 4.214329887056790902e+00 2.848796551289459966e+00 1.427527907382859063e+00 1.825038701088900872e+00 1.570060549426524288e+00 2.364395888422651026e+00 3.168054429138798422e+00 4.693487324807583683e+00
5.269936438750198349e+00 4.630675256596022749e+00 4.545383607688664007e+00 3.004551438219336568e+00 1.301555665853602717e+00 1.511801327185579691e+00 2.826793303287726822e+00 3.062435114934358271e+00 3.414488790718891220e+00 5.592878699412308308e+00
5.435333007154292240e+00 5.066793905523527819e+00 4.595657840658524229e+00 3.472023203633036736e+00 8.125965236171783790e-01 1.245463954977952703e+00 2.747814084502029797e+00 4.116284474846831465e+00 3.981693046579655171e+00 6.264810772068609701e+00
5.799651901852356239e+00 5.438170176481390783e+00 4.444276843565981849e+00 3.837407050181434798e+00 1.525088797587264011e+00 1.651473023961353315e+00 3.604707736875009338e+00 4.083170596953397791e+00 4.646173266943996794e+00 7.125099388750040674e+00
5.821375807590906781e+00 5.081903646534374985e+00 4.795215558123014254e+00 4.067933123955878472e+00 1.580463915203629055e+00 1.913286895202375382e+00 3.936177516279837363e+00 5.200377920324341652e+00 5.285269312781851525e+00 7.591015464728778639e+00
5.247776966684485345e+00 4.913159360225507477e+00 4.502680092057169681e+00 3.779722692846576582e+00 1.747594312341081091e+00 1.236473020553178204e+00 4.246465931678837791e+00 5.761471236744199587e+00 5.606403058170877252e+00 8.530522003728023606e+00
5.209543599903773803e+00 4.980301153249579116e+00 3.969371332513763839e+00 3.485263275976851371e+00 1.394502071568153756e+00 1.528082909212427287e+00 4.691123406142404306e+00 5.306887892762497394e+00 7.101918924564563085e+00 9.444130346182280533e+00
4.606523909665151351e+00 4.896172920232870318e+00 4.403150126382967322e+00 3.513026868904632671e+00 1.355680254704821897e+00 1.788646484320334462e+00 5.400423132273357574e+00 6.656354662865537897e+00 6.999032750224139399e+00 9.837677883729632811e+00
4.509049423152650782e+00 5.029908691685409217e+00 4.319019771338323821e+00 3.137590681027792261e+00 1.614831934959601867e+00 1.467813015208275562e+00 6.256142481688495849e+00 6.901511117647573634e+00 8.090389461052204467e+00 1.025283845925216042e+01
5.516536308870470862e+00 5.095099225468126214e+00 4.159509645375439213e+00 3.106478059579327766e+00 1.510546511983686724e+00 1.811342125911241441e+00 5.851793656960146528e+00 7.578205488384116784e+00 8.844415695116717657e+00 1.108845539585997564e+01
4.152552384675011865e+00 5.067997669977777342e+00 4.626838420865044377e+00 3.701213434233303623e+00 1.589520957576616267e+00 1.727510349891818953e+00 6.593739766794913137e+00 8.456094115448177462e+00 8.635391177997240320e+00 1.189221921400772075e+01
4.394491884865618481e+00 5.079347166067849528e+00 4.296035523883103835e+00 3.710659150429029385e+00 1.475305403738940369e+00 1.681417999155788934e+00 7.260483595484713781e+00 8.295657479467980266e+00 9.271308928835725993e+00 1.195837182769271578e+01
5.490945077511446115e+00 5.168828224131329918e+00 4.539630268876847730e+00 3.412863200669300934e+00 1.324448376471934585e+00 2.352235486725609004e+00 7.230517208039691113e+00 8.461879571543986955e+00 1.017438424102650707e+01 1.293323193708060259e+01
3.830992547586136165e+00 4.558125661711211585e+00 4.267345297140479943e+00 3.331806959639608046e+00 1.553982605563774433e+00 2.323644756919655663e+00 7.407912259078207384e+00 8.858271803262670829e+00 1.030325388735837855e+01 1.367521468076629532e+01
4.635044370807316128e+00 4.511233170652841018e+00 4.220541758798952436e+00 3.374385332093120304e+00 1.413584727757012161e+00 1.552500766674109967e+00 7.990162946248677400e+00 9.401863662127210475e+00 1.117284102688230440e+01 1.379321127372532985e+01
4.448954785076507434e+00 4.913484853862305712e+00 4.209640668166675148e+00 3.806324317452387529e+00 1.580506302228877447e+00 1.321562211081635407e+00 7.851418978828006878e+00 1.008212202503538002e+01 1.130409020896378891e+01 1.402708703596161932e+01
4.295559373944263015e+00 4.036792162150590002e+00 3.823082539529440993e+00 3.275350105322949457e+00 1.179212867563352640e+00 2.085004206977005392e+00 7.788803022416919575e+00 1.049111346698586011e+01 1.169513680400031319e+01 1.497570728629176529e+01
4.942073976550072523e+00 3.935522392300243144e+00 4.305727832786767628e+00 3.870380899568775845e+00 1.505487270464079597e+00 2.018740504561264526e+00 8.128933950453095747e+00 1.150641919096456434e+01 1.241338252966908939e+01 1.565556899664851009e+01
3.878824127215638295e+00 4.755514181725264855e+00 4.813058116827331645e+00 3.308548381223346269e+00 1.867829749236427084e+00 1.623120159877877500e+00 7.752972319201761664e+00 1.124862861978506601e+01 1.326087033870821941e+01 1.648486666734042672e+01
5.111141790596109402e+00 3.920039165853321350e+00 4.584109199696399628e+00 3.608177533663697645e+00 1.463055947776055410e+00 1.447878151003334279e+00 8.247645566038904974e+00 1.266987289750442258e+01 1.369159357758669948e+01 1.604141907633813702e+01
4.469080646977348970e+00 4.444939878989971227e+00 5.217033217152811098e+00 4.220805099822357853e+00 1.262602430116415597e+00 2.091987526741153847e+00 7.850716244888073625e+00 1.234765382948194734e+01 1.349690746484396087e+01 1.719982874964268049e+01
3.605637567701629020e+00 4.121564662807916335e+00 4.287079160362638142e+00 3.967023314326795891e+00 1.455814470878464162e+00 1.777901729316527124e+00 7.704358679508380270e+00 1.269128104273577407e+01 1.473867285409142092e+01 1.682292449565339609e+01
3.881526053723529657e+00 4.859737774453865455e+00 3.423237003054646621e+00 3.618981149180587664e+00 1.479420631642020867e+00 2.509094345936687898e+00 7.549521439066356976e+00 1.291308993045261211e+01 1.381609586461704708e+01 1.818203737005340770e+01
3.461920969184580699e+00 5.011569802133687190e+00 3.612424463818058484e+00 3.375537866240048146e+00 1.399244542761231669e+00 1.816863154335709662e+00 7.931371167685248302e+00 1.368561759098078312e+01 1.567649490598739526e+01 1.863596388345228760e+01
4.335505573033540117e+00 3.965505245496684594e+00 3.802624628060281786e+00 3.193964953854427691e+00 1.870169673646183917e+00 2.068218430431143950e+00 7.390684220906321933e+00 1.360820041116981471e+01 1.558567471200508159e+01 1.908862509341750879e+01
2.984679464595169751e+00 4.695902462431688740e+00 3.523139305627086770e+00 2.961438716532226234e+00 1.330502754805473309e+00 2.047877090095722163e+00 7.634471995078784268e+00 1.431711801010673213e+01 1.646183841083706767e+01 1.984823733076754948e+01
3.118047135440837891e+00 4.145720571899090601e+00 4.631254149350255034e+00 4.021983179039812839e+00 1.481756271388603219e+00 1.619350389481706731e+00 8.119377628429177207e+00 1.338253069346726321e+01 1.665791658934021768e+01 1.958003807021016129e+01
2.488413491122261512e+00 3.899331986737369249e+00 3.791615820440592088e+00 3.958709333333667590e+00 1.874149072816432504e+00 2.460055015918538146e+00 7.749004052833790901e+00 1.433080993390475122e+01 1.746763276411138932e+01 2.085360930302108784e+01
3.075544018552816894e+00 3.149049314974447178e+00 3.634525835249895476e+00 3.064057222039168416e+00 1.250707919771812504e+00 1.662030567994917218e+00 8.167315514140463861e+00 1.368872906520119415e+01 1.773499586093971914e+01 2.020980855709715129e+01
2.044113448201725358e+00 3.077575247880993903e+00 4.637645189382911148e+00 5.109758602841286468e+00 1.580086122949345251e+00 1.574244372219957055e+00 7.495001620723128255e+00 1.424068924252573431e+01 1.838382878259229258e+01 2.167702894602633990e+01
1.960108749308018705e+00 3.610228795822902459e+00 4.066030655487179679e+00 2.846135336776201452e+00 1.188727039864365898e+00 1.497616830595571935e+00 7.967256844434608354e+00 1.461480601180411121e+01 1.848582070721133164e+01 2.221093069824890875e+01
1.338069809405883381e+00 2.833605815456181176e+00 3.850674018383958064e+00 2.842879130539714527e+00 1.378018326208312327e+00 1.548615440484428785e+00 8.367824176612218778e+00 1.379334608158425723e+01 1.918072313089360748e+01 2.245370932078680326e+01
7.662607679982769149e-01 3.428729043864015669e+00 3.687025748304986195e+00 4.001754769918677290e+00 1.922068120547441916e+00 1.882588157296536391e+00 7.756479158268689389e+00 1.366708591106804249e+01 1.944041142684541867e+01 2.306990811539253627e+01
7.437969345518593567e-01 2.585579297591350745e+00 3.185555132023952130e+00 2.501333429752168325e+00 1.470762854387861918e+00 1.759702852826845243e+00 8.779127852445435920e+00 1.376876132252871976e+01 2.004862034162248108e+01 2.331007747512442663e+01
1.184828912137621648e+00 2.666463298230459245e+00 3.167913077866785443e+00 3.192177801826229899e+00 1.712927509579178276e+00 2.173582427075694046e+00 8.604960203604543167e+00 1.418881194920002287e+01 2.058004501207662784e+01 2.405829775417190319e+01
1.906910338065193944e+00 2.099662567785482103e+00 2.727683257526822391e+00 3.429565735101948398e+00 1.345023404242811083e+00 1.567130234662260646e+00 8.410781856564737424e+00 1.449353303658106640e+01 1.987073968940863011e+01 2.418710267698240202e+01
3.028598630094242239e+00 1.632200493956444287e+00 3.147592191591807254e+00 3.436373267609660775e+00 1.461606535742568269e+00 2.020994431351397225e+00 8.952630118470647602e+00 1.444288546573128507e+01 2.099579938388919942e+01 2.497894521566016834e+01
3.799730957028806255e+00 1.194550435163170832e+00 2.646095041578158558e+00 3.444968431198845771e+00 1.110238149622077231e+00 2.082721499531316578e+00 8.811446747584041006e+00 1.433011435267337674e+01 2.062988656391406650e+01 2.490249318402160128e+01
5.324627057477921532e+00 6.679143613114387756e-01 2.913893135702742665e+00 3.093041291034816620e+00 1.575343804173190865e+00 1.589404209732958595e+00 8.698884880293391575e+00 1.462040387772292682e+01 2.049442830892482448e+01 2.610699067688925012e+01
6.177655579633106520e+00 8.309058612682697076e-01 2.958147641455429966e+00 2.842488940880186110e+00 1.656220879750631703e+00 1.722661415058679424e+00 8.458295616259508876e+00 1.434093947250546819e+01 2.007464035935253222e+01 2.571502225305062694e+01
7.455850992879120120e+00 1.361101550350590994e+00 2.597358885521593663e+00 2.749727850636319193e+00 1.826344081600519198e+00 2.512834151262836713e+00 8.858001562893171865e+00 1.442491032773991044e+01 2.080546474604521023e+01 2.691217356808897065e+01
8.824518954736088716e+00 2.151058786330253270e+00 2.112091303319611146e+00 2.575645491634436013e+00 1.849780020354121923e+00 1.850317071517283418e+00 8.702183522226931700e+00 1.462946612859677309e+01 2.016581484064016649e+01 2.669792748631218515e+01
9.443310298860902563e+00 3.477230890989330359e+00 1.463332816016667648e+00 2.965040964052069405e+00 1.534919263947135848e+00 2.043977047212133691e+00 8.034020284909905385e+00 1.499972853501838088e+01 2.074744659706674810e+01 2.705406593766130285e+01
1.049619008532343045e+01 4.390875757618240449e+00 9.575196777111558699e-01 2.474269155581894974e+00 1.686749399558073792e+00 2.060578300943046948e+00 8.222696022520997516e+00 1.485074273576608128e+01 2.021366263292047449e+01 2.683224964477108543e+01
1.096555370427799936e+01 5.509515964717693670e+00 6.069010528365016421e-01 3.254647424311210901e+00 1.898327135239807228e+00 1.781867720413873757e+00 8.116873352014721377e+00 1.555458171050084104e+01 2.050913566602327265e+01 2.804822451945695505e+01
1.191776534820709443e+01 6.849850714898057191e+00 9.457543863865167655e-01 1.953361418970511298e+00 2.110211691805249146e+00 2.236169553714018488e+00 8.704606873386619981e+00 1.477862218086860047e+01 2.020986699512941698e+01 2.732470332789706191e+01
1.290285965671677459e+01 7.543311320489650029e+00 1.587766512614078751e+00 2.193738684259056715e+00 1.741415483322732216e+00 2.495324067607636920e+00 9.183841460562259584e+00 1.440355177838370260e+01 2.100779387535003195e+01 2.864875723679884700e+01
1.379813409771061750e+01 9.115818361574655526e+00 2.660271881053625442e+00 1.809171829159673894e+00 1.411450292803023476e+00 1.853893819578100954e+00 8.180166891525848527e+00 1.428788292164472828e+01 2.182321794639940649e+01 2.840601601905868989e+01
1.499009351305921989e+01 9.477853220423027025e+00 3.644005046319286567e+00 1.184667859579446203e+00 1.654424033591315624e+00 1.673899080878123335e+00 8.108550689444884441e+00 1.508791817711402139e+01 2.111055619554089802e+01 2.838421142700535071e+01
1.584993765332941429e+01 1.051044044521850829e+01 4.938191543139951456e+00 6.896282801651845151e-01 8.801053005218821834e-01 2.292051026618942444e+00 8.781618431882527887e+00 1.504007345216467861e+01 2.145260422997062832e+01 2.872157263547825679e+01
1.732653033099270345e+01 1.122572335612577987e+01 5.674147593508054754e+00 6.060022253250272328e-01 1.562281770716053453e+00 2.142605655899991746e+00 8.198232777323742226e+00 1.481017360077424883e+01 2.071408495055576893e+01 2.881246797381037439e+01
1.846310751492922009e+01 1.226513655451663354e+01 7.162037306101688650e+00 1.132095887459105166e+00 1.407463609823640160e+00 1.736636364188365311e+00 8.579687608666443310e+00 1.493853119895236858e+01 2.181642158608277171e+01 2.875098624373056566e+01
2.017941053572943844e+01 1.310936745288780436e+01 7.837275032939457375e+00 1.903190790848144687e+00 1.327650060005998167e+00 1.712882831595361255e+00 8.246462856796789254e+00 1.514627864605927243e+01 2.107684715258579899e+01 2.911026338783564071e+01
